[2025-03-14 02:24:30] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-14 02:24:30] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, create_zip_archive, wrapup
[2025-03-14 02:24:30] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-14 02:24:30] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-14 02:24:30] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-14 02:24:30] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-14 02:24:32] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070\
[2025-03-14 02:24:32] [class-ss-setup-task.php:72] Adding origin URL to queue: http://maxcarvajalhuegithubio.local/
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:b532d035ac1ed10e93bcd1b5c6629b5b1ed5267b===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/media-hints.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:236; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a75e899-SI3htK.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/media-hints.js?simply_static_page=5883
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/media-hints.js?simply_static_page=5883
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 11982 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/media-hints.js
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a75e899-SI3htK.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/media-hints.js
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:a342aae7537cb14bef027086d7da116640870581===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:235; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a76ba2e-l2c7QG.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/media-hints.min.js?simply_static_page=5884
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/media-hints.min.js?simply_static_page=5884
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 6170 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/media-hints.min.js
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a76ba2e-l2c7QG.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:925f4a01abf870d930e0728957c15ee7e462fba5===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.a0f28ea648b29da812a1.bundle.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:234; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a774ef8-HHlQ9T.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.a0f28ea648b29da812a1.bundle.js?simply_static_page=5885
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.a0f28ea648b29da812a1.bundle.js?simply_static_page=5885
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 19215 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.a0f28ea648b29da812a1.bundle.js
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a774ef8-HHlQ9T.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/nested-accordion.a0f28ea648b29da812a1.bundle.js
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:5f379203c28c45162ca7917bdfed97f4daa1e0d7===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.c546968f7aebebc356f2.bundle.min.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:233; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a77d97b-PDW6dV.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.c546968f7aebebc356f2.bundle.min.js?simply_static_page=5886
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.c546968f7aebebc356f2.bundle.min.js?simply_static_page=5886
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 9833 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.c546968f7aebebc356f2.bundle.min.js
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a77d97b-PDW6dV.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/nested-accordion.c546968f7aebebc356f2.bundle.min.js
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:6295121d75a0895aa3fbd670b6a4db1869bec6f1===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:232; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a78cd45-iDeUdV.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.js?simply_static_page=5887
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.js?simply_static_page=5887
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 26854 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.js
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a78cd45-iDeUdV.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:57df0acde372ccd07ffc8e3d544ca1fb98307d5c===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:231; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a79d36e-L0yx9N.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.min.js?simply_static_page=5888
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.min.js?simply_static_page=5888
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 12622 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a79d36e-L0yx9N.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:707dfa095b60cda2f9412e17062329b3512d4c3a===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:230; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a7a8ad0-eU6YWX.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt?simply_static_page=5889
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt?simply_static_page=5889
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a7a8ad0-eU6YWX.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-elements.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:229; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a7b5525-NaaiqQ.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-elements.js?simply_static_page=5890
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-elements.js?simply_static_page=5890
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 20713 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-elements.js
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a7b5525-NaaiqQ.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/nested-elements.js
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:83d431df1506590ab18e58f2e3570ec490d183cf===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:228; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a7bee5e-cjSvJv.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-elements.min.js?simply_static_page=5891
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-elements.min.js?simply_static_page=5891
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 6451 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a7bee5e-cjSvJv.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:471ad3c9a8b6c2d900c076a4740850474a2fa6ee===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-tabs.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:227; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a7c6426-qY0i1x.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-tabs.js?simply_static_page=5892
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-tabs.js?simply_static_page=5892
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 26814 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-tabs.js
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a7c6426-qY0i1x.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/nested-tabs.js
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:2cd577ead636a6c5f8ba3d3e3b41089bc58b0bb7===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:226; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a7d0732-9WLxCM.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-tabs.min.js?simply_static_page=5893
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-tabs.min.js?simply_static_page=5893
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 12617 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a7d0732-9WLxCM.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:76ee90781fe2a5ba356e1051ff84cb8baa37af9a===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:225; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a7dbbb7-F8hCGy.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt?simply_static_page=5894
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt?simply_static_page=5894
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a7dbbb7-F8hCGy.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.967db65f6ba460c1f2e9.bundle.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:224; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d393a7e3fee-Hzc9V1.tmp
[2025-03-14 02:25:43] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.967db65f6ba460c1f2e9.bundle.js?simply_static_page=5895
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.967db65f6ba460c1f2e9.bundle.js?simply_static_page=5895
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:103] Filesize: 8062 bytes
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.967db65f6ba460c1f2e9.bundle.js
[2025-03-14 02:25:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d393a7e3fee-Hzc9V1.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.967db65f6ba460c1f2e9.bundle.js
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:43] [class-ss-page.php:119] Checking Content Identical:df23669f39b659638126650af4eec6960cc81d7a===. Value: FALSE
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.fc9d01c2cd0ef46d20fd.bundle.min.js
[2025-03-14 02:25:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:223; Total: 815
[2025-03-14 02:25:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
